"URI - All"
"Address","Content","Status Code","Status","Hash","Length","Canonical Link Element 1","URL Encoded Address"
"https://gatorford.com/vcp/new/ford/edge?page=2","text/html; charset=utf-8","200","OK","6be4d74a6882e16a28b7a06431df17dd","46","https://gatorford.com/vcp/new/ford/edge?page=2","https://gatorford.com/vcp/new/ford/edge?page=2"
"https://gatorford.com/research/detail/2016-ford-f-150-vs-2012-f-150","text/html; charset=utf-8","200","OK","d7900d9bfa705cd8b3cda0f819d90709","67","https://www.gatorford.com/research/detail/2016-ford-f-150-vs-2012-f-150","https://gatorford.com/research/detail/2016-ford-f-150-vs-2012-f-150"
"https://www.gatorford.com/commercial-fleet/business-preferred-network","text/html; charset=utf-8","301","Moved Permanently","","69","","https://www.gatorford.com/commercial-fleet/business-preferred-network"
"https://gatorford.com/research/detail/2017-ford-edge-vs-jeep-grand-cherokee","text/html; charset=utf-8","200","OK","dc43f3755e158b0a8d265df5f719a9be","75","https://www.gatorford.com/research/detail/2017-ford-edge-vs-jeep-grand-cherokee","https://gatorford.com/research/detail/2017-ford-edge-vs-jeep-grand-cherokee"
"https://www.gatorford.com/vehicle-info/2013-mitsubishi-fuso-jl6bnk1a1dk001110","text/html; charset=utf-8","200","OK","e41cb5e49be1b8347e312f1082500d58","77","https://www.gatorford.com/","https://www.gatorford.com/vehicle-info/2013-mitsubishi-fuso-jl6bnk1a1dk001110"
"https://gatorford.com/Scripts/Pages/Finance.ContactInfo.js","application/x-javascript","200","OK","","58","","https://gatorford.com/Scripts/Pages/Finance.ContactInfo.js"
"https://gatorford.com/research/detail/2016-ford-f-450","text/html; charset=utf-8","200","OK","ae4c47f7ca8197ea0c1026a84c4644cb","53","https://gatorford.com/research/detail/2016-ford-f-450","https://gatorford.com/research/detail/2016-ford-f-450"
"https://gatorford.com/research/detail/2018-ford-expedition-vs-chevrolet-tahoe","text/html; charset=utf-8","200","OK","a8e75be975001648cc2a0a17a6d52ada","77","https://www.gatorford.com/research/detail/2018-ford-expedition-vs-chevrolet-tahoe","https://gatorford.com/research/detail/2018-ford-expedition-vs-chevrolet-tahoe"
"https://www.gatorford.com/commercial-fleet/all-inventory/commercial-truck-van?keywords=kuv&sort=2","text/html; charset=utf-8","200","OK","7d1ee986809b6dd63f47832c9d07e863","97","https://www.gatorford.com/commercial-fleet/new/commercial-truck","https://www.gatorford.com/commercial-fleet/all-inventory/commercial-truck-van?keywords=kuv&sort=2"
"https://gatorford.com/vcp/certified/ford/f-650-super-duty","text/html; charset=utf-8","200","OK","71400e98d58f510a0e7903f6932aca26","57","https://gatorford.com/vcp/certified/ford/f-650-super-duty","https://gatorford.com/vcp/certified/ford/f-650-super-duty"
